class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
neutral,0.509132444858551,0.09626960754394531,-0.5546157360076904,0.9999887347221375,0.5233202576637268,0.07168405503034592,-0.5203574299812317,0.9999789595603943,0.5301159620285034,0.0719781145453453,-0.5205563306808472,0.9999755620956421,0.5369104146957397,0.07227723300457001,-0.5206807851791382,0.9999747276306152,0.49851879477500916,0.06914753466844559,-0.5252875089645386,0.9999748468399048,0.48957329988479614,0.06801461428403854,-0.525316059589386,0.9999719858169556,0.4822150766849518,0.06737114489078522,-0.5254448056221008,0.9999712705612183,0.544958233833313,0.0815122202038765,-0.3080180287361145,0.9999660849571228,0.47085365653038025,0.07654494792222977,-0.33670806884765625,0.999972939491272,0.5214329957962036,0.12622642517089844,-0.4751151204109192,0.9999943971633911,0.4944462180137634,0.12515726685523987,-0.4829889237880707,0.9999940395355225,0.592795729637146,0.26335078477859497,-0.18155290186405182,0.9999719262123108,0.4152478277683258,0.25766029953956604,-0.22345857322216034,0.9999300837516785,0.6187286376953125,0.4930819869041443,-0.0930364727973938,0.9875256419181824,0.38522154092788696,0.5003261566162109,-0.2038029134273529,0.9916863441467285,0.6311407685279846,0.7043851613998413,-0.2888549864292145,0.9892701506614685,0.38761723041534424,0.7185176014900208,-0.3969889283180237,0.9772283434867859,0.6455632448196411,0.7594924569129944,-0.35890811681747437,0.9779799580574036,0.380384624004364,0.7774466872215271,-0.4604465365409851,0.9543665051460266,0.629858136177063,0.7655359506607056,-0.41659408807754517,0.9802308082580566,0.3924737572669983,0.7773223519325256,-0.5160917639732361,0.9589559435844421,0.622052013874054,0.7463597655296326,-0.3159572184085846,0.9791254997253418,0.3982641398906708,0.757409393787384,-0.42215538024902344,0.9590697884559631,0.5645650625228882,0.6677234172821045,-0.0009157783351838589,0.9988762140274048,0.4529385566711426,0.6694411039352417,0.0013539241626858711,0.9985454678535461,0.5535486936569214,0.938023030757904,-0.061546094715595245,0.5413848161697388,0.4433794617652893,0.9380064010620117,-0.009893522597849369,0.5029932856559753,0.5772493481636047,1.1460702419281006,0.43654680252075195,0.08907900005578995,0.4520587921142578,1.1723335981369019,0.35132327675819397,0.13100884854793549,0.5777568221092224,1.169130563735962,0.47723159193992615,0.09665864706039429,0.4558536410331726,1.198541522026062,0.3807584345340729,0.08590323477983475,0.5844835638999939,1.234879970550537,0.31511032581329346,0.06018383800983429,0.45771145820617676,1.26827871799469,0.15726178884506226,0.08375401049852371
neutral,0.5096615552902222,0.09445273876190186,-0.6123678684234619,0.9999905824661255,0.5234370827674866,0.07041069865226746,-0.579609215259552,0.9999819397926331,0.5301955342292786,0.07076601684093475,-0.5797783136367798,0.9999794960021973,0.5372116565704346,0.07126056402921677,-0.5799072980880737,0.9999784827232361,0.4992867112159729,0.06762335449457169,-0.5850833654403687,0.9999780654907227,0.49005836248397827,0.0664050504565239,-0.5851551294326782,0.9999759197235107,0.4823765158653259,0.0656028762459755,-0.5852943658828735,0.9999748468399048,0.5445212125778198,0.08090513199567795,-0.3660122752189636,0.9999715089797974,0.47096070647239685,0.07525613903999329,-0.3991089463233948,0.9999762177467346,0.5214770436286926,0.1241718977689743,-0.5317742824554443,0.999995231628418,0.49464577436447144,0.12244489043951035,-0.5406914353370667,0.9999948740005493,0.5934942960739136,0.2623383700847626,-0.22350172698497772,0.9999761581420898,0.4156786799430847,0.25773823261260986,-0.27489331364631653,0.999936580657959,0.617872953414917,0.49174460768699646,-0.11406494677066803,0.9877961874008179,0.38570231199264526,0.501176655292511,-0.23635108768939972,0.9912257790565491,0.6298123598098755,0.7030894756317139,-0.29738128185272217,0.9885859489440918,0.38521334528923035,0.7169693112373352,-0.4134144186973572,0.9753580689430237,0.6462454795837402,0.759358286857605,-0.3624059855937958,0.9761989712715149,0.3781641125679016,0.7757667899131775,-0.47320371866226196,0.9512014985084534,0.6303802728652954,0.7659915089607239,-0.42173194885253906,0.9786256551742554,0.3894273340702057,0.7752648591995239,-0.5312773585319519,0.9560468792915344,0.622020959854126,0.746606707572937,-0.3246922194957733,0.9775678515434265,0.39526715874671936,0.7555328011512756,-0.43908923864364624,0.9567387700080872,0.5641288161277771,0.6652437448501587,0.0005048023886047304,0.9986725449562073,0.45374876260757446,0.664343535900116,-0.00012632817379198968,0.9982854723930359,0.5556212663650513,0.9396861791610718,-0.05771306902170181,0.5034957528114319,0.4518628716468811,0.9387839436531067,-0.01624212972819805,0.46081656217575073,0.5743761658668518,1.143898606300354,0.4348817765712738,0.09131994843482971,0.4544433653354645,1.1668055057525635,0.33643198013305664,0.13040034472942352,0.5739246606826782,1.1671195030212402,0.47467344999313354,0.10594271868467331,0.4574580192565918,1.190738320350647,0.3649338483810425,0.09367815405130386,0.5825181603431702,1.229790449142456,0.31692710518836975,0.06281280517578125,0.46074676513671875,1.265549898147583,0.14526763558387756,0.08725214004516602
neutral,0.5096970200538635,0.09443707764148712,-0.6215453147888184,0.9999900460243225,0.5235313177108765,0.07039210200309753,-0.5883545279502869,0.9999808073043823,0.5303331613540649,0.07075134664773941,-0.5885303616523743,0.9999781250953674,0.5373216867446899,0.07124651968479156,-0.5886827707290649,0.9999769330024719,0.4994022250175476,0.0675942674279213,-0.5938520431518555,0.9999769330024719,0.4901590943336487,0.06637436896562576,-0.5939406752586365,0.9999748468399048,0.48243284225463867,0.06555938720703125,-0.5941011309623718,0.9999737739562988,0.5445387363433838,0.08089516311883926,-0.370979368686676,0.9999695420265198,0.4711260199546814,0.07519697397947311,-0.40374016761779785,0.999975323677063,0.5214836001396179,0.12417122721672058,-0.539154052734375,0.9999949932098389,0.4946516454219818,0.12244275957345963,-0.5481193661689758,0.999994695186615,0.5936232805252075,0.2623671293258667,-0.22714701294898987,0.9999746680259705,0.4155876040458679,0.2580758333206177,-0.2746998965740204,0.999937117099762,0.617856502532959,0.4924439787864685,-0.1147986501455307,0.9868928790092468,0.3856978714466095,0.5011894106864929,-0.23414857685565948,0.9910705089569092,0.6298573017120361,0.7033416032791138,-0.2969227433204651,0.9871397614479065,0.38471561670303345,0.7163010835647583,-0.412753164768219,0.9746721982955933,0.6465253829956055,0.7597837448120117,-0.3614387810230255,0.9736711978912354,0.37774795293807983,0.7752293944358826,-0.4724276065826416,0.950043797492981,0.6307560205459595,0.7667592167854309,-0.42078089714050293,0.9763638973236084,0.3888747990131378,0.7750167846679688,-0.5306811928749084,0.9550199508666992,0.6222316026687622,0.7473113536834717,-0.3242250084877014,0.9752910137176514,0.39475005865097046,0.7554096579551697,-0.43844079971313477,0.9557175636291504,0.5642825365066528,0.6657215356826782,0.0004921812214888632,0.9986252188682556,0.45404180884361267,0.6655593514442444,-0.00010708023182814941,0.998231053352356,0.556337833404541,0.9416095614433289,-0.0712263435125351,0.5012838840484619,0.4504741132259369,0.9490662813186646,-0.02293115109205246,0.4560020864009857,0.5743699073791504,1.1445249319076538,0.4422425627708435,0.09047935158014297,0.45448818802833557,1.1671119928359985,0.3556029200553894,0.12854549288749695,0.5738645792007446,1.1672264337539673,0.4852813184261322,0.10554543137550354,0.45747700333595276,1.1910598278045654,0.3883400559425354,0.09259956330060959,0.582593560218811,1.230422854423523,0.32924824953079224,0.06284565478563309,0.46116533875465393,1.2661281824111938,0.171868234872818,0.0869780108332634
neutral,0.5100659132003784,0.09442492574453354,-0.6114086508750916,0.9999896883964539,0.5238417387008667,0.07035186141729355,-0.5780773758888245,0.999980092048645,0.5307589173316956,0.07071966677904129,-0.5782585740089417,0.9999772310256958,0.5376631021499634,0.07121850550174713,-0.5784024000167847,0.9999759793281555,0.49985113739967346,0.06754733622074127,-0.583348274230957,0.9999763369560242,0.4906039834022522,0.06632858514785767,-0.5834183692932129,0.999974250793457,0.48270854353904724,0.06550117582082748,-0.5835684537887573,0.9999732971191406,0.5447527170181274,0.08087649196386337,-0.3642372190952301,0.9999681711196899,0.4713815152645111,0.07504639774560928,-0.39582115411758423,0.9999749660491943,0.5216943621635437,0.12416202574968338,-0.5301478505134583,0.9999948143959045,0.49488455057144165,0.12243365496397018,-0.5387077927589417,0.9999946355819702,0.5939217805862427,0.26249369978904724,-0.22416405379772186,0.9999734163284302,0.41559338569641113,0.2581217586994171,-0.2709968090057373,0.9999377727508545,0.6178410649299622,0.49526283144950867,-0.1088523119688034,0.9862797856330872,0.38569989800453186,0.501193106174469,-0.22297684848308563,0.9910833239555359,0.6301457285881042,0.7047185897827148,-0.29438722133636475,0.9863187074661255,0.384522408246994,0.7154824137687683,-0.40461835265159607,0.9746665358543396,0.6468981504440308,0.7616099715232849,-0.35975924134254456,0.9723517894744873,0.3776357173919678,0.7750961184501648,-0.4643624722957611,0.9500295519828796,0.6311548948287964,0.7691671252250671,-0.4194958806037903,0.9751865267753601,0.38856270909309387,0.7749516367912292,-0.5232802629470825,0.9550402760505676,0.6225615739822388,0.7501076459884644,-0.322072833776474,0.974114716053009,0.3944597840309143,0.7553077340126038,-0.43055087327957153,0.9556838870048523,0.5653702616691589,0.6674238443374634,0.0004601155815180391,0.9986245632171631,0.4543097913265228,0.6683654189109802,-7.675231609027833e-05,0.9982415437698364,0.5581120252609253,0.9469044804573059,-0.07053249329328537,0.5038543939590454,0.4512013792991638,0.9528491497039795,-0.028055598959326744,0.46051058173179626,0.5769752860069275,1.1560347080230713,0.4486721456050873,0.089995376765728,0.45457810163497925,1.1769225597381592,0.3611440062522888,0.12706181406974792,0.5767611265182495,1.1794425249099731,0.4919261336326599,0.10404527932405472,0.4575321674346924,1.200743556022644,0.3947417438030243,0.09084369242191315,0.5848451256752014,1.2434054613113403,0.3281806409358978,0.0625484511256218,0.4620932638645172,1.274986743927002,0.1739271581172943,0.08602714538574219
neutral,0.5101438760757446,0.09454576671123505,-0.6053257584571838,0.9999890923500061,0.5238915681838989,0.0703270211815834,-0.571567714214325,0.9999789595603943,0.530812680721283,0.07069510966539383,-0.5717557072639465,0.9999758005142212,0.5377023220062256,0.07119805365800858,-0.5718878507614136,0.9999745488166809,0.499995619058609,0.06753157079219818,-0.5774354338645935,0.9999752640724182,0.49076709151268005,0.06631868332624435,-0.5775130987167358,0.9999731183052063,0.4828256666660309,0.06549052894115448,-0.577674150466919,0.9999723434448242,0.5447573661804199,0.080881267786026,-0.35198837518692017,0.9999658465385437,0.47176942229270935,0.0750267505645752,-0.38524574041366577,0.9999741315841675,0.5217558145523071,0.12427257001399994,-0.5216537714004517,0.9999945163726807,0.49497848749160767,0.12257258594036102,-0.5309329032897949,0.9999944567680359,0.5939475893974304,0.26266151666641235,-0.2075999230146408,0.9999720454216003,0.41559186577796936,0.2581881284713745,-0.26062726974487305,0.9999380707740784,0.6178273558616638,0.49698057770729065,-0.09940517693758011,0.9859185218811035,0.3857693076133728,0.5011605620384216,-0.21580466628074646,0.991245448589325,0.6303966641426086,0.7049705386161804,-0.29079312086105347,0.9860514402389526,0.3845366835594177,0.7147295475006104,-0.39944231510162354,0.9750717878341675,0.6469029784202576,0.7622020840644836,-0.35743579268455505,0.9719893932342529,0.3777354955673218,0.7748883366584778,-0.4604805111885071,0.9507275819778442,0.6311693787574768,0.7694969177246094,-0.4180911183357239,0.9748778939247131,0.38856855034828186,0.7748298048973083,-0.51827073097229,0.9557127952575684,0.6226152181625366,0.7505237460136414,-0.3190828263759613,0.9738187789916992,0.3944634199142456,0.7552124261856079,-0.4249591827392578,0.9562564492225647,0.5664842128753662,0.6683213114738464,0.002305625006556511,0.998638927936554,0.45469531416893005,0.669320285320282,-0.0019485984230414033,0.998278796672821,0.5595465302467346,0.9501922726631165,-0.06709881871938705,0.5060973763465881,0.452019602060318,0.9563297033309937,-0.03046882152557373,0.467922568321228,0.5774511098861694,1.1625492572784424,0.46006497740745544,0.08849722892045975,0.45462432503700256,1.1855124235153198,0.35900670289993286,0.12591028213500977,0.5772044062614441,1.1860098838806152,0.5038482546806335,0.10135266184806824,0.4575302004814148,1.209729790687561,0.39169543981552124,0.0883820652961731,0.5850435495376587,1.2510279417037964,0.3338426947593689,0.06159389019012451,0.464316189289093,1.283762812614441,0.17009902000427246,0.08475133776664734
neutral,0.5102440118789673,0.09460287541151047,-0.5842175483703613,0.9999880790710449,0.5239244699478149,0.07030797749757767,-0.549615740776062,0.9999771118164062,0.5308620929718018,0.07067481428384781,-0.5498124361038208,0.999973475933075,0.5377572774887085,0.07117996364831924,-0.5499338507652283,0.9999721646308899,0.5001382827758789,0.06751486659049988,-0.5563415288925171,0.9999735355377197,0.4909477233886719,0.06630992144346237,-0.5564016103744507,0.9999712705612183,0.48294901847839355,0.0654861256480217,-0.5565540790557861,0.9999707341194153,0.5447914004325867,0.08088615536689758,-0.32840630412101746,0.9999620914459229,0.47197121381759644,0.07500897347927094,-0.36469337344169617,0.9999728798866272,0.5218411684036255,0.12435032427310944,-0.5003753900527954,0.9999939799308777,0.49509963393211365,0.12266402691602707,-0.5106083154678345,0.9999940395355225,0.5939982533454895,0.2628757953643799,-0.1818462759256363,0.9999693632125854,0.4155488908290863,0.25836464762687683,-0.24793748557567596,0.9999377131462097,0.6178339719772339,0.4975988566875458,-0.07484673708677292,0.9853844046592712,0.3858359158039093,0.5012100338935852,-0.20847687125205994,0.9914776086807251,0.6305497884750366,0.7049431204795837,-0.2662263512611389,0.9857039451599121,0.3844321072101593,0.7135491967201233,-0.39217060804367065,0.9756209850311279,0.646896481513977,0.7621883153915405,-0.3320868909358978,0.9715307354927063,0.37768644094467163,0.7742123007774353,-0.4547246992588043,0.9516549706459045,0.6311832070350647,0.7693861722946167,-0.39453715085983276,0.9744783639907837,0.38837766647338867,0.7744236588478088,-0.5111149549484253,0.956581711769104,0.6226803064346313,0.7505066990852356,-0.2952805161476135,0.9734348058700562,0.39421674609184265,0.7547620534896851,-0.41724658012390137,0.9570003151893616,0.5674461722373962,0.6689340472221375,0.007326692342758179,0.9986630082130432,0.4550411105155945,0.6700853705406189,-0.006983364466577768,0.9983357191085815,0.5622986555099487,0.9506862759590149,-0.04638368636369705,0.513033390045166,0.45242181420326233,0.9562450647354126,-0.03603089228272438,0.4826865792274475,0.5807217359542847,1.1671907901763916,0.4711553454399109,0.08808839321136475,0.4547041058540344,1.1907505989074707,0.35775837302207947,0.12584426999092102,0.5801355838775635,1.1911027431488037,0.5140714049339294,0.09899403154850006,0.45752349495887756,1.2148888111114502,0.39141845703125,0.08590858429670334,0.5885266661643982,1.2568756341934204,0.3387494385242462,0.06112202629446983,0.4665389955043793,1.2886797189712524,0.15825492143630981,0.08357731997966766
neutral,0.5106937885284424,0.09466087818145752,-0.5431644916534424,0.9999855160713196,0.5240708589553833,0.07027563452720642,-0.5088751316070557,0.9999725818634033,0.5310961008071899,0.07065259665250778,-0.5090686082839966,0.9999679923057556,0.5379965305328369,0.07116531580686569,-0.5091985464096069,0.9999666213989258,0.5005664825439453,0.06749550253152847,-0.5148319602012634,0.9999691247940063,0.49144870042800903,0.0663052648305893,-0.5148558020591736,0.9999664425849915,0.4832792282104492,0.06549248099327087,-0.5149843692779541,0.9999663233757019,0.544958770275116,0.08103961497545242,-0.2933918237686157,0.9999533295631409,0.4722699522972107,0.07497143000364304,-0.3265644907951355,0.9999693632125854,0.5221229791641235,0.12442795932292938,-0.46192049980163574,0.9999924302101135,0.4954744279384613,0.12277320772409439,-0.4711713194847107,0.9999927282333374,0.5942644476890564,0.2631608545780182,-0.15444247424602509,0.9999634623527527,0.4154345393180847,0.25904712080955505,-0.2169877290725708,0.999934732913971,0.6180153489112854,0.49789589643478394,-0.0507819727063179,0.9843263626098633,0.38592833280563354,0.5009333491325378,-0.1817091554403305,0.9917986989021301,0.6319292187690735,0.7048072814941406,-0.23352542519569397,0.9850542545318604,0.38452601432800293,0.7107731699943542,-0.35800689458847046,0.976384162902832,0.6474517583847046,0.7618372440338135,-0.2983551621437073,0.9707130789756775,0.37811535596847534,0.772842526435852,-0.41867655515670776,0.9528913497924805,0.6316127777099609,0.7688186764717102,-0.35664552450180054,0.9737372398376465,0.3885995149612427,0.7732554078102112,-0.47388404607772827,0.9577310085296631,0.6235030889511108,0.7503344416618347,-0.2604890763759613,0.9727430939674377,0.394276887178421,0.7530757188796997,-0.38235804438591003,0.9579442143440247,0.5696962475776672,0.6709054708480835,0.010866683907806873,0.9987097382545471,0.4558500349521637,0.672185480594635,-0.01054604072123766,0.9984367489814758,0.5662286281585693,0.9487854838371277,-0.040079887956380844,0.5280464291572571,0.4537056088447571,0.9537777304649353,-0.03268957883119583,0.5073471665382385,0.5840091109275818,1.171769618988037,0.47298485040664673,0.08731816709041595,0.45621395111083984,1.1940100193023682,0.3570224642753601,0.1262628734111786,0.583359956741333,1.1959431171417236,0.5156411528587341,0.09507032483816147,0.45894545316696167,1.2193455696105957,0.3905201852321625,0.08251053839921951,0.5911076068878174,1.264718770980835,0.3430370092391968,0.06007456034421921,0.46915483474731445,1.2888433933258057,0.15610647201538086,0.08185633271932602
neutral,0.5109599828720093,0.09465422481298447,-0.5523834824562073,0.999983549118042,0.5242031812667847,0.07024068385362625,-0.518371045589447,0.9999691843986511,0.53132164478302,0.070622518658638,-0.5185639262199402,0.9999638199806213,0.5382226705551147,0.07113955169916153,-0.5186945796012878,0.9999624490737915,0.5007984638214111,0.06748092174530029,-0.5239547491073608,0.999966025352478,0.49172741174697876,0.06629766523838043,-0.5239893794059753,0.9999630451202393,0.4834522604942322,0.06548607349395752,-0.5241219401359558,0.9999632835388184,0.5451047420501709,0.0810401439666748,-0.30112358927726746,0.9999469518661499,0.4723898768424988,0.0749533623456955,-0.33541837334632874,0.9999668002128601,0.5222727060317993,0.12441082298755646,-0.4711076319217682,0.9999913573265076,0.4956889748573303,0.12277297675609589,-0.4802413880825043,0.9999918341636658,0.5944153666496277,0.26318949460983276,-0.15689808130264282,0.9999589323997498,0.41529616713523865,0.25946226716041565,-0.22205539047718048,0.9999319314956665,0.618523895740509,0.4981021285057068,-0.04694826528429985,0.9837939739227295,0.3859372138977051,0.5010621547698975,-0.1870150864124298,0.9919580221176147,0.6331947445869446,0.7045994997024536,-0.2313564121723175,0.9846169948577881,0.38507601618766785,0.7107920050621033,-0.36553800106048584,0.9766427874565125,0.6478154063224792,0.7614695429801941,-0.29522213339805603,0.9700776934623718,0.37931445240974426,0.773425281047821,-0.42637237906455994,0.9532166123390198,0.6320518255233765,0.7682619690895081,-0.3569798171520233,0.9731799364089966,0.3900778889656067,0.7738997936248779,-0.4822910726070404,0.9580543637275696,0.6242793798446655,0.7500206232070923,-0.2597993314266205,0.9721992015838623,0.3955364525318146,0.7532345056533813,-0.3902820944786072,0.9581189751625061,0.5711549520492554,0.6722566485404968,0.012195834890007973,0.9987242817878723,0.4564460217952728,0.6752299070358276,-0.011866956949234009,0.9984785914421082,0.5675252079963684,0.9517316818237305,-0.040047720074653625,0.5387426018714905,0.4541791081428528,0.9575197696685791,-0.037036359310150146,0.5234442353248596,0.5891945362091064,1.1770623922348022,0.48251670598983765,0.0873442217707634,0.4572022557258606,1.2008601427078247,0.35644716024398804,0.12691029906272888,0.5885947942733765,1.2014747858047485,0.5261710286140442,0.09284389019012451,0.45954781770706177,1.226101279258728,0.38968950510025024,0.08055632561445236,0.596179187297821,1.2696181535720825,0.34660258889198303,0.05959354713559151,0.4716472625732422,1.2957091331481934,0.153862863779068,0.08091174066066742
neutral,0.5113698244094849,0.0946555808186531,-0.5390986800193787,0.9999818801879883,0.5244489908218384,0.07022564858198166,-0.5036574602127075,0.9999664425849915,0.5317128300666809,0.0706123635172844,-0.5038678050041199,0.9999603629112244,0.5385483503341675,0.0711297020316124,-0.5039918422698975,0.9999589920043945,0.5010844469070435,0.06747104972600937,-0.51125168800354,0.9999634623527527,0.49202999472618103,0.06629088521003723,-0.5112868547439575,0.99996018409729,0.4836178719997406,0.06548036634922028,-0.5114318132400513,0.9999606609344482,0.5452761650085449,0.08103955537080765,-0.2820463478565216,0.9999415278434753,0.47241631150245667,0.0749410092830658,-0.3223516643047333,0.9999650120735168,0.5224574208259583,0.12440064549446106,-0.4555579125881195,0.9999904036521912,0.4958933889865875,0.12277214229106903,-0.46685805916786194,0.9999910593032837,0.5946211814880371,0.26319459080696106,-0.1369222104549408,0.9999555945396423,0.4152376055717468,0.25978919863700867,-0.21250149607658386,0.9999296069145203,0.619712769985199,0.49803727865219116,-0.025278305634856224,0.9833515882492065,0.385943204164505,0.5009117126464844,-0.17929714918136597,0.9921842217445374,0.6350076198577881,0.704185426235199,-0.20709523558616638,0.9844369292259216,0.38509780168533325,0.7103047966957092,-0.35675695538520813,0.977301299571991,0.6488062739372253,0.7608498334884644,-0.2701713740825653,0.9698982834815979,0.3796748220920563,0.7733394503593445,-0.41721972823143005,0.954282283782959,0.6328996419906616,0.767471194267273,-0.3319387435913086,0.9730126261711121,0.390596866607666,0.7736655473709106,-0.4737192988395691,0.9590291976928711,0.6253838539123535,0.7493323683738708,-0.23564191162586212,0.9720538854598999,0.396030455827713,0.7525160908699036,-0.38147133588790894,0.9589690566062927,0.5734661817550659,0.6747359037399292,0.012048994190990925,0.9987536668777466,0.4578283429145813,0.6790367960929871,-0.011714103631675243,0.9985270500183105,0.5681602358818054,0.9534304738044739,-0.04117723926901817,0.546055257320404,0.45451006293296814,0.960023820400238,-0.03616492077708244,0.5328272581100464,0.5904637575149536,1.1823928356170654,0.4768899381160736,0.08643463253974915,0.45750778913497925,1.2025078535079956,0.3559836447238922,0.12536051869392395,0.5897282361984253,1.20759916305542,0.5200244188308716,0.09014896303415298,0.45975738763809204,1.2282803058624268,0.38895800709724426,0.07826855033636093,0.5974413156509399,1.2739683389663696,0.3450736403465271,0.05841638892889023,0.4714387357234955,1.2963355779647827,0.15388861298561096,0.07916925102472305
neutral,0.5116864442825317,0.09466026723384857,-0.5238268375396729,0.9999786019325256,0.524581789970398,0.0702153816819191,-0.4867413640022278,0.9999614953994751,0.5319070816040039,0.0706033855676651,-0.4869774878025055,0.999954342842102,0.5387099385261536,0.07112184166908264,-0.48712247610092163,0.9999531507492065,0.5013541579246521,0.06746003776788712,-0.49512314796447754,0.9999580383300781,0.492384672164917,0.06629243493080139,-0.49514302611351013,0.999954104423523,0.48385339975357056,0.06549046188592911,-0.49529752135276794,0.999954879283905,0.5453829169273376,0.08105038851499557,-0.2606010138988495,0.9999328851699829,0.4724404215812683,0.0749492421746254,-0.3026497960090637,0.9999600648880005,0.522606372833252,0.12435498833656311,-0.4384174942970276,0.9999887347221375,0.4961448311805725,0.12276457250118256,-0.4504881501197815,0.99998939037323,0.5947550535202026,0.2631176710128784,-0.12056887149810791,0.9999516010284424,0.41522955894470215,0.2600155174732208,-0.19127006828784943,0.9999212026596069,0.6202360391616821,0.49679088592529297,-0.012497474439442158,0.9830882549285889,0.385949045419693,0.5002431273460388,-0.15862055122852325,0.9923244714736938,0.636182427406311,0.7031969428062439,-0.1986365020275116,0.9845203757286072,0.38487982749938965,0.7096440196037292,-0.34204980731010437,0.9779288172721863,0.6496143341064453,0.7596653699874878,-0.2628111243247986,0.9702464938163757,0.3797141909599304,0.7730246782302856,-0.40271663665771484,0.9553532004356384,0.6335238814353943,0.7657403945922852,-0.32475945353507996,0.9733288288116455,0.3906836211681366,0.7733086347579956,-0.460836261510849,0.9600275754928589,0.6261434555053711,0.7473610639572144,-0.2271260917186737,0.9723567962646484,0.3960600197315216,0.7517398595809937,-0.3674755096435547,0.95980304479599,0.5743727087974548,0.6771970391273499,0.01171854417771101,0.9987917542457581,0.45857101678848267,0.6814528703689575,-0.011380563490092754,0.9985697269439697,0.5679738521575928,0.9561767578125,-0.06244014948606491,0.5533320307731628,0.454725444316864,0.9633417725563049,-0.04751484841108322,0.5376556515693665,0.5898152589797974,1.1864498853683472,0.475980669260025,0.08389009535312653,0.45804768800735474,1.2054322957992554,0.36193135380744934,0.1206761822104454,0.5890511274337769,1.2108187675476074,0.520891547203064,0.0859406515955925,0.4599146842956543,1.2313586473464966,0.3977564871311188,0.07439128309488297,0.5950106382369995,1.2791796922683716,0.34364327788352966,0.05624663829803467,0.47230249643325806,1.2971280813217163,0.16472725570201874,0.07568156719207764
